id,barrio,tipo_propiedad,tipo_habitacion,capacidad,banios,dormitorios,camas,precio_ars,minimo_noches,cantidad_resenias,puntaje_resenias,superanfitrion,latitud,longitud,noches_ocupadas_anio
1659401715055773776,Villa Crespo,Private room in casa particular,Private room,2,1,,1,57174,1,0,,no,-34.6001,-58.4377,0
1659421320856061912,San Nicolas,Entire rental unit,Entire home/apt,3,,1,2,84868,1,2,5,no,-34.6032,-58.3859,12
1659442146004483068,Balvanera,Private room in rental unit,Private room,2,1,,2,33977,1,1,5,no,-34.5995,-58.4099,6
1659467161574277051,Recoleta,Entire condo,Entire home/apt,3,1,2,2,213819,1,5,5,no,-34.587,-58.4036,30
1659470129457896582,Retiro,Entire condo,Entire home/apt,2,1,1,1,156335,1,3,5,no,-34.5958,-58.3863,18
1659476020659452891,Palermo,Entire rental unit,Entire home/apt,2,,1,,79738,5,10,5,si,-34.576,-58.4352,100
1659480109019989826,Recoleta,Entire rental unit,Entire home/apt,2,,1,1,83577,3,1,5,no,-34.5958,-58.3875,6
1659517890033331874,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,124853,1,10,4.5,no,-34.5831,-58.426,60
1659537831840587229,Belgrano,Entire condo,Entire home/apt,6,2.5,2,4,216634,1,11,4.91,si,-34.5551,-58.4474,66
1659541519422842106,Recoleta,Entire rental unit,Entire home/apt,2,1,1,1,772439,1,3,5,no,-34.5907,-58.4028,18
1659596071089776233,Palermo,Entire rental unit,Entire home/apt,6,,2,,,1,1,5,no,-34.585,-58.4207,6
1659605290243328418,Retiro,Entire rental unit,Entire home/apt,2,1,,1,113638,1,9,4.78,no,-34.5981,-58.3784,54
1659609917452269241,Palermo,Entire rental unit,Entire home/apt,3,1,1,2,75934,1,19,5,si,-34.5672,-58.4425,114
1659640861162622461,Puerto Madero,Entire rental unit,Entire home/apt,4,1.5,2,3,305224,1,8,4.88,si,-34.6173,-58.3625,48
1659659060242374421,Chacarita,Entire rental unit,Entire home/apt,2,1,1,1,84495,4,1,5,no,-34.5813,-58.4492,8
1659663068053543424,Barracas,Entire rental unit,Entire home/apt,2,1,1,1,39208,15,0,,no,-34.6326,-58.3748,0
1659676023730117122,Palermo,Entire rental unit,Entire home/apt,4,1,1,3,136978,2,7,4.86,no,-34.5893,-58.4335,42
1659678771865252919,Belgrano,Entire rental unit,Entire home/apt,2,1.5,1,1,121346,2,6,5,no,-34.5611,-58.4643,36
1659746269046564551,San Telmo,Entire rental unit,Entire home/apt,2,1,2,2,63030,3,0,,no,-34.6201,-58.3741,0
1659768740847726799,Palermo,Entire rental unit,Entire home/apt,2,1,,1,88863,3,6,4.83,si,-34.5829,-58.4417,36
1660106737417669295,Palermo,Entire rental unit,Entire home/apt,6,2.5,2,5,390586,1,14,4.5,no,-34.5783,-58.4371,84
1660155862212990646,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,86913,1,0,,no,-34.5777,-58.4387,0
1660252127470106772,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,224228,1,0,,no,-34.5836,-58.4202,0
1660352323971573789,Colegiales,Entire rental unit,Entire home/apt,3,1,1,2,172226,1,4,4.75,no,-34.5751,-58.447,24
1660380451713785411,Monserrat,Entire rental unit,Entire home/apt,2,1,1,1,187050,2,4,5,si,-34.6125,-58.3676,24
1660383325591676615,Palermo,Entire home,Entire home/apt,13,4,5,10,1.08106e+06,1,12,5,si,-34.5859,-58.4243,72
1660386232361801866,Balvanera,Entire rental unit,Entire home/apt,3,1,1,1,125730,2,0,,no,-34.6034,-58.4097,0
1660389981280457635,Palermo,Private room in home,Private room,3,2,,2,113841,2,0,,no,-34.5747,-58.4397,0
1660396180433209378,Puerto Madero,Entire rental unit,Entire home/apt,2,1,1,1,155086,2,3,4,si,-34.6122,-58.3665,18
1660398873522573258,Palermo,Private room in rental unit,Private room,2,1,,2,95126,2,0,,no,-34.5754,-58.4403,0
1660404108527045050,Palermo,Private room in rental unit,Private room,2,1,,2,88691,1,0,,no,-34.5737,-58.4381,0
1660405795990101036,Puerto Madero,Entire rental unit,Entire home/apt,2,1,1,1,155086,2,3,5,si,-34.614,-58.3661,18
1660412448401380105,Monserrat,Entire rental unit,Entire home/apt,2,1,1,1,184765,2,7,5,si,-34.6142,-58.3682,42
1663973172650410845,Retiro,Entire rental unit,Entire home/apt,2,1,,1,80523,4,2,5,si,-34.5973,-58.3783,16
1663985080893536942,Palermo,Entire rental unit,Entire home/apt,2,1,,1,88728,2,4,3.75,si,-34.5786,-58.4108,24
1663996019592411111,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,306117,1,0,,no,-34.5899,-58.428,0
1664028390549131676,Boca,Entire rental unit,Entire home/apt,3,1,2,2,95766,1,6,5,no,-34.6373,-58.364,36
1664037199691750518,Palermo,Casa particular,Entire home/apt,3,2,2,2,204758,2,2,5,no,-34.5878,-58.4278,12
1664042735247760973,Palermo,Entire rental unit,Entire home/apt,4,1,1,2,122610,1,9,4.44,si,-34.5804,-58.4342,54
1664043209135396192,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,119021,1,11,4.91,si,-34.5795,-58.435,66
1664052236119305188,Recoleta,Entire rental unit,Entire home/apt,5,2.5,3,3,723314,30,0,,no,-34.586,-58.39,0
1664064013595443124,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,87845,3,15,4.73,si,-34.58,-58.4252,90
1664066322772884815,Recoleta,Entire rental unit,Entire home/apt,2,,1,1,93042,15,1,5,si,-34.5945,-58.3912,30
1664123196980387523,Palermo,Entire rental unit,Entire home/apt,3,1,1,1,186902,2,0,,no,-34.5775,-58.4229,0
1664134541647466368,Monserrat,Entire home,Entire home/apt,6,2.5,3,6,93452,1,7,4.86,no,-34.6138,-58.3847,42
1664141470440264211,Almagro,Entire rental unit,Entire home/apt,2,1,1,1,59556,2,16,4.94,si,-34.6078,-58.421,96
1664168647193433532,Balvanera,Entire rental unit,Entire home/apt,4,1,1,2,96779,1,4,4.75,no,-34.6046,-58.3944,24
1664448035285818020,Recoleta,Entire rental unit,Entire home/apt,2,1,1,1,37656,1,0,,no,-34.587,-58.3977,0
1664474981068164945,Recoleta,Entire rental unit,Entire home/apt,3,1,1,2,89825,2,0,,no,-34.5989,-58.3912,0
1664497439458693828,Palermo,Entire rental unit,Entire home/apt,4,2,1,2,145168,2,5,5,no,-34.5842,-58.4432,30
1664515884489548404,Palermo,Entire rental unit,Entire home/apt,2,,1,1,116330,1,16,4.88,si,-34.58,-58.4348,96
1664554930117594266,Recoleta,Entire rental unit,Entire home/apt,2,1,,1,140552,2,2,4,no,-34.5876,-58.3919,12
1664561326900890605,Parque Patricios,Entire rental unit,Entire home/apt,4,1,1,2,683701,1,0,,si,-34.6343,-58.3964,0
1664583592024243808,San Nicolas,Entire rental unit,Entire home/apt,4,1,1,2,91602,3,2,5,no,-34.5997,-58.3762,12
1664590489670940778,Recoleta,Entire rental unit,Entire home/apt,2,1,1,1,100629,2,1,5,si,-34.5906,-58.391,6
1664617849473139411,Colegiales,Entire rental unit,Entire home/apt,5,2,3,3,184624,2,0,,no,-34.572,-58.4419,0
1664622167473046510,Villa Devoto,Entire rental unit,Entire home/apt,2,1,1,1,96282,2,0,,no,-34.595,-58.5034,0
1664630690505917680,San Nicolas,Private room in rental unit,Private room,1,1,,1,34817,1,0,,no,-34.6028,-58.3768,0
1664631600609517850,Palermo,Entire rental unit,Entire home/apt,6,,2,,108632,1,0,,no,-34.5843,-58.4186,0
1664641662228659050,Colegiales,Entire rental unit,Entire home/apt,2,1,1,1,77738,30,0,,no,-34.5806,-58.4424,0
1664741763763530839,San Nicolas,Room in hotel,Private room,2,1,,1,76144,1,7,4.14,no,-34.6069,-58.3838,42
1665410323050525172,Palermo,Entire rental unit,Entire home/apt,3,1.5,1,2,184136,3,2,5,no,-34.5804,-58.4082,12
1665420081002921733,Puerto Madero,Entire rental unit,Entire home/apt,4,1,2,3,305224,1,7,3.14,si,-34.6159,-58.3607,42
1665431180600273636,Palermo,Entire rental unit,Entire home/apt,2,,1,1,85860,3,10,4.9,si,-34.5777,-58.4363,60
1665455170529305248,Palermo,Entire rental unit,Entire home/apt,4,1.5,1,3,168990,2,9,5,si,-34.5658,-58.4371,54
1665472889140813078,Monserrat,Entire rental unit,Entire home/apt,2,1,1,1,169910,18,0,,no,-34.6155,-58.3685,0
1665474545711140464,Palermo,Entire rental unit,Entire home/apt,3,1,1,2,100232,2,0,,no,-34.5785,-58.4231,0
1665480707494187545,Chacarita,Entire rental unit,Entire home/apt,2,1,1,1,69642,1,3,5,si,-34.5905,-58.4496,18
1665522833637762035,San Nicolas,Entire rental unit,Entire home/apt,2,1,1,1,64722,1,0,,si,-34.6082,-58.3814,0
1660969430366643278,Palermo,Entire rental unit,Entire home/apt,3,1,,2,119112,2,5,4.8,si,-34.5867,-58.4337,30
1664785425438124319,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,130086,2,11,4.91,si,-34.5795,-58.4349,66
1664785905902288100,Palermo,Entire rental unit,Entire home/apt,4,1,1,2,173448,1,8,5,si,-34.5814,-58.4335,48
1664786404759571893,Palermo,Entire rental unit,Entire home/apt,2,,1,1,111444,1,7,5,si,-34.5796,-58.4354,42
1664786900111646777,Palermo,Entire rental unit,Entire home/apt,4,1,1,2,154234,1,12,4.92,si,-34.5801,-58.4342,72
1664787479308355743,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,117600,1,14,4.5,si,-34.5801,-58.4353,84
1664820634190947178,Palermo,Entire rental unit,Entire home/apt,3,1,1,2,235500,2,4,4.5,si,-34.5838,-58.434,24
1664855011450709138,Colegiales,Entire rental unit,Entire home/apt,2,1,1,1,74445,3,1,5,no,-34.5695,-58.4458,6
1664864102337154655,Palermo,Entire rental unit,Entire home/apt,2,1,,1,142851,1,0,,no,-34.5929,-58.4283,0
1665576854524226431,San Nicolas,Entire rental unit,Entire home/apt,2,,1,,,3,1,4,no,-34.6041,-58.3795,6
1665597968886902067,Recoleta,Entire rental unit,Entire home/apt,5,1.5,2,3,186944,1,0,,no,-34.5884,-58.4086,0
1665656172184138699,Monserrat,Entire rental unit,Entire home/apt,4,1,1,3,166757,1,0,,no,-34.6115,-58.382,0
1665907620565599015,Palermo,Entire rental unit,Entire home/apt,2,1,,1,117077,5,1,5,no,-34.5777,-58.4389,10
1665953701967914754,Retiro,Entire rental unit,Entire home/apt,2,1,1,1,97836,1,0,,no,-34.5954,-58.3828,0
1665966894703766948,Recoleta,Entire serviced apartment,Entire home/apt,2,1,1,1,,1,26,4.85,no,-34.5915,-58.398,156
1665967489433959457,Palermo,Entire rental unit,Entire home/apt,7,2.5,4,6,233698,1,9,4.89,no,-34.5883,-58.4115,54
1665986899114237540,Retiro,Entire rental unit,Entire home/apt,4,1,1,3,89334,2,4,5,si,-34.5956,-58.3787,24
1660971760424626299,Palermo,Entire rental unit,Entire home/apt,2,1,,1,121494,2,9,4.78,no,-34.5741,-58.4311,54
1661007419321690034,Belgrano,Entire rental unit,Entire home/apt,2,1,1,1,95415,3,4,4.75,si,-34.5633,-58.4628,24
1661021931490937752,Recoleta,Entire rental unit,Entire home/apt,3,1,1,2,113638,1,1,5,no,-34.5846,-58.4004,6
1665987150442870752,Monserrat,Private room in condo,Private room,1,1,,1,42816,3,5,4.8,no,-34.6131,-58.3816,30
1666015546382277716,Monserrat,Entire rental unit,Entire home/apt,2,1,1,1,49343,2,12,4.75,no,-34.6139,-58.3732,72
1666017943050583890,Palermo,Entire rental unit,Entire home/apt,4,1,1,4,122336,1,0,,no,-34.5856,-58.4188,0
1666024351660096506,Balvanera,Entire rental unit,Entire home/apt,4,1,1,2,153208,1,0,,no,-34.6139,-58.4013,0
1666024418555801855,Colegiales,Entire rental unit,Entire home/apt,2,1,1,1,167093,4,4,5,si,-34.5789,-58.4429,32
1666041026482862118,Palermo,Entire rental unit,Entire home/apt,2,1.5,1,1,223781,1,3,2.33,no,-34.5703,-58.4318,18
1666058492946607399,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,99882,1,15,4.33,no,-34.5841,-58.4238,90
1665226017091803832,Recoleta,Entire rental unit,Entire home/apt,2,,1,2,134572,1,9,4.89,si,-34.5946,-58.4048,54
1665232821531870632,Palermo,Entire rental unit,Entire home/apt,2,,1,1,167566,2,2,5,si,-34.5847,-58.4372,12
1665238684237921401,Recoleta,Entire rental unit,Entire home/apt,4,1,2,4,140054,3,3,4.67,no,-34.5888,-58.4076,18
1665257740678793718,San Nicolas,Entire rental unit,Entire home/apt,2,1,,2,107200,2,0,,si,-34.6002,-58.378,0
1665265997422615694,San Nicolas,Entire rental unit,Entire home/apt,2,1,,2,99756,2,2,4.5,si,-34.6002,-58.378,12
1665310912669410830,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,72212,2,20,5,si,-34.5866,-58.422,120
1665338291739322170,Palermo,Entire rental unit,Entire home/apt,4,,2,2,133076,1,20,4.85,si,-34.5817,-58.4255,120
1665342176856236025,Recoleta,Entire rental unit,Entire home/apt,3,1,1,1,142437,1,8,4.25,no,-34.5945,-58.3965,48
1665365021584542756,Retiro,Entire rental unit,Entire home/apt,2,1,1,1,558620,1,1,5,no,-34.5953,-58.3855,6
1665369006272116548,Retiro,Entire rental unit,Entire home/apt,2,1,1,1,399527,1,0,,no,-34.5937,-58.384,0
1665369512768127509,Retiro,Room in hotel,Hotel room,2,1,1,2,319382,1,0,,no,-34.5951,-58.3853,0
1665406822798067200,Monserrat,Entire rental unit,Entire home/apt,2,1,1,1,95289,2,7,4.86,no,-34.6103,-58.3751,42
1667507571146267094,Chacarita,Entire rental unit,Entire home/apt,3,1.5,1,2,105339,1,15,4.67,no,-34.5901,-58.4491,90
1667528891914878740,Retiro,Entire rental unit,Entire home/apt,4,1,1,3,,4,0,,no,-34.5929,-58.3848,0
1661022020323887332,San Nicolas,Entire rental unit,Entire home/apt,2,1,1,1,67000,3,1,5,no,-34.6007,-58.3786,6
1661147873452640019,Palermo,Entire rental unit,Entire home/apt,4,1,2,2,118124,1,25,4.32,no,-34.5828,-58.4239,150
1661173393536178495,San Nicolas,Entire rental unit,Entire home/apt,5,1,1,3,119112,1,2,5,no,-34.6022,-58.3759,12
1661282031274704851,San Telmo,Entire rental unit,Entire home/apt,2,1,1,1,235219,1,0,,no,-34.6235,-58.3764,0
1661288963814124354,Caballito,Private room in rental unit,Private room,2,1,,1,36329,5,0,,no,-34.6104,-58.4422,0
1661614751939176201,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,100779,1,0,,no,-34.5849,-58.4147,0
1661657822854543872,Palermo,Entire rental unit,Entire home/apt,4,1,1,1,102734,1,0,,no,-34.5837,-58.4137,0
1666093266347659819,Palermo,Entire rental unit,Entire home/apt,3,1,1,2,111942,2,3,5,si,-34.5814,-58.4336,18
1666113692510331222,Palermo,Entire rental unit,Entire home/apt,3,1,1,2,69116,30,0,,no,-34.5744,-58.4333,0
1666116031134934576,Recoleta,Entire rental unit,Entire home/apt,2,1,,1,131678,2,0,,no,-34.5874,-58.4015,0
1666118656533638258,Puerto Madero,Entire rental unit,Entire home/apt,2,1,,1,105660,2,10,5,si,-34.612,-58.3669,60
1666125988059482916,Balvanera,Entire rental unit,Entire home/apt,4,1,2,3,163679,3,2,5,no,-34.6045,-58.3987,12
1666129229984246191,Caballito,Entire rental unit,Entire home/apt,4,1,,3,94516,1,14,5,no,-34.6197,-58.4565,84
1666144229193002336,Villa Gral. Mitre,Entire rental unit,Entire home/apt,2,,,,,3,0,,no,-34.6046,-58.4617,0
1666155618594967209,Recoleta,Entire rental unit,Entire home/apt,2,1,1,1,62782,6,1,5,si,-34.5886,-58.4015,12
1661658343192719436,Chacarita,Entire rental unit,Entire home/apt,2,1,1,1,101245,1,3,5,no,-34.5834,-58.4454,18
1661671683331690208,Palermo,Entire rental unit,Entire home/apt,4,1,2,3,209935,1,5,4.8,si,-34.587,-58.4203,30
1661732167900144842,Barracas,Shared room in home,Shared room,16,4,6,22,65512,1,2,5,no,-34.6366,-58.3786,12
1666165553945418334,Palermo,Entire rental unit,Entire home/apt,3,1,,3,166091,1,1,4,no,-34.5822,-58.4391,6
1666165953920965587,Palermo,Entire rental unit,Entire home/apt,3,1,,3,134656,1,6,3.83,no,-34.5799,-58.4391,36
1666168227081143103,Caballito,Entire rental unit,Entire home/apt,5,1.5,3,4,206412,1,0,,no,-34.6215,-58.4426,0
1666193096146336677,Recoleta,Entire rental unit,Entire home/apt,2,1,1,1,54636,1,13,4.46,no,-34.5867,-58.4004,78
1666194759024688823,Balvanera,Entire rental unit,Entire home/apt,3,1,1,1,82386,3,0,,no,-34.6158,-58.4083,0
1666220979804629389,Palermo,Entire rental unit,Entire home/apt,3,1,2,2,67175,1,0,,no,-34.5873,-58.4128,0
1667545599618121303,San Nicolas,Private room in rental unit,Private room,2,1,,1,88351,1,0,,no,-34.6042,-58.3872,0
1667559657871616543,Palermo,Entire rental unit,Entire home/apt,6,,2,,,1,2,5,no,-34.5851,-58.4203,12
1667564283594315677,Recoleta,Entire rental unit,Entire home/apt,2,1,1,2,95289,5,0,,si,-34.5954,-58.3951,0
1667598311958341194,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,120636,5,3,5,no,-34.579,-58.4383,30
1667687831879877904,Belgrano,Entire rental unit,Entire home/apt,2,1,1,1,131023,2,3,5,no,-34.564,-58.4628,18
1667713456133934338,Palermo,Entire rental unit,Entire home/apt,3,2,1,2,71771,14,3,4.33,no,-34.5836,-58.4332,84
1667778009578351338,Almagro,Entire rental unit,Entire home/apt,3,,1,3,58448,3,0,,no,-34.6042,-58.425,0
1667817319267781224,Recoleta,Entire rental unit,Entire home/apt,2,1,,1,89869,3,5,5,si,-34.5866,-58.395,30
1661760564353712995,Palermo,Entire rental unit,Entire home/apt,4,1,1,,131581,1,7,5,si,-34.5831,-58.4259,42
1661761722758886131,San Nicolas,Entire rental unit,Entire home/apt,3,1,1,1,83427,2,3,4.33,no,-34.6051,-58.3802,18
1661776828013016313,Caballito,Entire rental unit,Entire home/apt,2,1,1,2,72658,5,1,5,no,-34.6173,-58.4509,10
1667909711183382123,Recoleta,Entire serviced apartment,Entire home/apt,4,1,1,1,187697,1,3,3.67,no,-34.592,-58.3932,18
1667916022353000429,Recoleta,Entire serviced apartment,Entire home/apt,4,1,1,3,191412,1,1,5,no,-34.592,-58.3932,6
1668054414447354317,Liniers,Entire home,Entire home/apt,4,2,2,3,169467,1,4,5,no,-34.6498,-58.5237,24
1668111691793671667,Palermo,Entire rental unit,Entire home/apt,2,1,,4,103172,1,1,5,si,-34.582,-58.4229,6
1668147036603103117,Retiro,Entire rental unit,Entire home/apt,2,1,1,1,118938,3,0,,no,-34.5964,-58.3752,0
1668156611165673722,Palermo,Entire rental unit,Entire home/apt,5,2,2,2,428062,2,5,5,no,-34.5812,-58.4045,30
1668166610340345181,Palermo,Entire condo,Entire home/apt,3,1,1,2,93451,2,10,5,no,-34.5946,-58.4253,60
1666246463977515537,Belgrano,Entire rental unit,Entire home/apt,5,,2,4,330138,1,2,5,si,-34.5664,-58.4498,12
1666275071860667681,Palermo,Entire rental unit,Entire home/apt,2,1.5,1,1,139917,2,0,,no,-34.5759,-58.433,0
1666281057334814924,Puerto Madero,Entire rental unit,Entire home/apt,4,1.5,2,3,217627,6,7,4.86,si,-34.6098,-58.3662,84
1666291005475091725,Balvanera,Private room in home,Private room,1,1,3,3,33977,1,0,,no,-34.617,-58.4035,0
1666294462345888023,Recoleta,Entire rental unit,Entire home/apt,4,2,2,3,162102,4,0,,no,-34.5903,-58.399,0
1666295019496464426,Recoleta,Entire rental unit,Entire home/apt,4,2,3,3,192586,2,0,,no,-34.5885,-58.4011,0
1666333766924830347,Retiro,Entire rental unit,Entire home/apt,2,1,1,1,91418,5,0,,si,-34.5889,-58.382,0
1666524477932656998,Retiro,Entire rental unit,Entire home/apt,2,1,1,1,188400,1,0,,si,-34.5902,-58.383,0
1666595416140988826,Palermo,Entire rental unit,Entire home/apt,1,1,,1,95033,14,0,,no,-34.5753,-58.4416,0
1666627387902534227,Palermo,Entire rental unit,Entire home/apt,2,1,,1,116030,5,1,5,no,-34.5777,-58.4389,10
1666727258583495731,Belgrano,Entire rental unit,Entire home/apt,2,1,1,1,121728,2,0,,no,-34.5538,-58.4497,0
1666740962285321645,Recoleta,Private room in rental unit,Private room,2,1,,1,75040,2,0,,no,-34.5885,-58.4011,0
1666745601456813757,Recoleta,Private room in rental unit,Private room,1,1,,1,58365,2,0,,no,-34.5885,-58.4011,0
1666758296441995411,Belgrano,Entire rental unit,Entire home/apt,2,1,1,1,91831,1,14,4.86,si,-34.5577,-58.4495,84
1666767418811623546,San Nicolas,Entire rental unit,Entire home/apt,2,1,1,1,64296,2,11,4.91,si,-34.5996,-58.3784,66
1661788225179503087,Palermo,Entire rental unit,Entire home/apt,3,1,1,2,115985,1,11,5,si,-34.585,-58.4222,66
1661795037423688244,Retiro,Entire rental unit,Entire home/apt,2,1,1,1,81902,2,0,,no,-34.5969,-58.3842,0
1668201410611890622,Boca,Private room in hostel,Private room,5,1,,4,74743,1,0,,no,-34.6345,-58.3642,0
1668204329251469010,Boca,Private room in hostel,Private room,5,1,,3,74743,1,0,,no,-34.6345,-58.3642,0
1668246468374971377,Recoleta,Entire rental unit,Entire home/apt,3,1.5,2,2,159093,1,5,4.8,no,-34.5933,-58.3914,30
1668259458467342985,Recoleta,Entire rental unit,Entire home/apt,2,1,,1,99459,1,11,4.27,no,-34.5962,-58.4144,66
1668261022275216457,Palermo,Entire rental unit,Entire home/apt,4,1,1,2,68547,30,0,,no,-34.5831,-58.4339,0
1668262028429080535,Caballito,Entire guesthouse,Entire home/apt,2,1,2,2,91865,10,0,,no,-34.6135,-58.4518,0
1668277593977381955,Palermo,Private room in rental unit,Private room,1,1,,1,45500,3,2,4.5,no,-34.5907,-58.415,12
1661809816139375294,Recoleta,Entire rental unit,Entire home/apt,4,1.5,2,2,115638,3,2,5,no,-34.5885,-58.39,12
1661813452389370283,Palermo,Entire rental unit,Entire home/apt,3,1,1,2,131023,1,7,4.86,si,-34.578,-58.4244,42
1661816775780396908,Monserrat,Entire rental unit,Entire home/apt,2,1,1,1,,1,10,5,si,-34.6175,-58.3789,60
1661825618273814084,Belgrano,Entire rental unit,Entire home/apt,2,,1,2,100247,1,0,,no,-34.5532,-58.4538,0
1661835223434546718,Palermo,Entire rental unit,Entire home/apt,4,1,1,3,203979,1,11,5,si,-34.5664,-58.4359,66
1661844448088656965,Boca,Entire rental unit,Entire home/apt,2,1,1,1,90048,2,0,,no,-34.6287,-58.3601,0
1668302646580041544,Recoleta,Entire rental unit,Entire home/apt,3,1,1,2,76462,2,0,,no,-34.5946,-58.4082,0
1668309772525926594,San Telmo,Entire rental unit,Entire home/apt,2,1,1,1,74402,1,2,5,no,-34.6245,-58.3758,12
1668310991268491887,Villa Crespo,Entire rental unit,Entire home/apt,4,1.5,1,2,148890,1,12,5,no,-34.5926,-58.4395,72
1668314975249739641,Palermo,Entire home,Entire home/apt,6,3,4,4,190286,15,0,,no,-34.5831,-58.4238,0
1668325408328441600,Palermo,Entire rental unit,Entire home/apt,3,1,1,2,110923,2,13,5,si,-34.5895,-58.4246,78
1668330172851257578,Chacarita,Private room in home,Private room,2,2,,2,38711,2,10,4.6,si,-34.5818,-58.4514,60
1668334460666767671,Recoleta,Entire rental unit,Entire home/apt,2,1,1,1,126951,2,4,5,no,-34.5881,-58.3959,24
1666782225234495495,Villa Del Parque,Private room in home,Private room,2,1,,1,66021,3,0,,no,-34.6025,-58.497,0
1666813273590115425,Caballito,Entire rental unit,Entire home/apt,2,1,1,1,75438,3,4,4.75,no,-34.611,-58.4431,24
1666840347626367419,Retiro,Entire rental unit,Entire home/apt,2,1,1,2,68194,7,0,,no,-34.5942,-58.3832,0
1666850975426777318,Puerto Madero,Entire rental unit,Entire home/apt,5,2,2,3,297780,1,0,,si,-34.6173,-58.3605,0
1666876785209289831,Retiro,Entire rental unit,Entire home/apt,2,1,1,1,189090,1,0,,no,-34.5977,-58.3743,0
1666877466390552500,Retiro,Entire rental unit,Entire home/apt,3,1,1,2,182241,1,0,,no,-34.5972,-58.3743,0
1666878640732412733,Retiro,Entire rental unit,Entire home/apt,2,1,1,1,114347,1,0,,no,-34.5984,-58.3741,0
1661919015076458112,Recoleta,Entire rental unit,Entire home/apt,2,,1,1,60864,2,9,4.33,no,-34.5935,-58.4131,54
1661940419257017039,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,105712,1,1,5,no,-34.5801,-58.4244,6
1661944545081128212,Puerto Madero,Entire condo,Entire home/apt,2,1,1,1,146950,2,6,5,no,-34.6173,-58.3629,36
1662040034866051015,Palermo,Entire condo,Entire home/apt,2,,,1,85805,2,8,4.88,si,-34.5788,-58.4352,48
1662255681417275867,Recoleta,Entire rental unit,Entire home/apt,4,1,1,2,190138,3,0,,no,-34.5893,-58.3919,0
1662285113536298535,Palermo,Entire rental unit,Entire home/apt,4,1,1,2,107698,1,10,5,si,-34.5913,-58.422,60
1666890250093466850,Palermo,Entire rental unit,Entire home/apt,4,1,1,2,136681,1,6,4.5,si,-34.5802,-58.4284,36
1666895111535390249,Villa Urquiza,Entire rental unit,Entire home/apt,2,1.5,1,1,60898,30,0,,si,-34.5726,-58.4809,0
1666905125216302463,Boedo,Private room in home,Private room,1,2,,1,37942,1,4,5,si,-34.6242,-58.4123,24
1666906891441880148,Recoleta,Entire rental unit,Entire home/apt,2,1,1,1,83734,1,15,4.8,si,-34.5866,-58.3855,90
1666928390544816477,San Nicolas,Entire rental unit,Entire home/apt,6,2,2,3,146982,2,7,4.86,no,-34.6037,-58.3803,42
1667103436347559588,Palermo,Entire rental unit,Entire home/apt,2,1,,1,114303,1,9,4.78,si,-34.5652,-58.4417,54
1667206974310605137,Monte Castro,Entire rental unit,Entire home/apt,5,1,2,3,119112,1,0,,no,-34.6191,-58.5155,0
1668335156964108049,Colegiales,Entire rental unit,Entire home/apt,4,1,2,3,98268,1,9,5,no,-34.5718,-58.4589,54
1668346321299012727,Palermo,Entire rental unit,Entire home/apt,2,,1,1,120638,2,0,,si,-34.5888,-58.4209,0
1668373828955010273,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,69941,3,1,5,no,-34.5762,-58.4337,6
1668382915809525369,San Nicolas,Entire rental unit,Entire home/apt,4,1,1,1,90358,1,1,1,no,-34.6036,-58.3837,6
1668418086730386921,Nuñez,Entire condo,Entire home/apt,2,1,1,1,77423,2,12,5,si,-34.554,-58.4626,72
1668512378452067412,San Nicolas,Entire rental unit,Entire home/apt,2,1,1,2,79764,2,9,4.22,no,-34.5999,-58.3891,54
1668519350294446471,Belgrano,Entire rental unit,Entire home/apt,2,1,1,3,83377,28,0,,si,-34.5539,-58.4375,0
1662375598336062359,Palermo,Entire rental unit,Entire home/apt,2,,1,2,152165,2,1,5,no,-34.5669,-58.4374,6
1662428554511601974,Palermo,Entire serviced apartment,Entire home/apt,2,1,,1,80474,2,8,5,no,-34.5783,-58.4391,48
1662452435526059862,Palermo,Entire rental unit,Entire home/apt,2,1,1,1,127449,1,3,3.67,no,-34.574,-58.439,18
1668522523261251469,Almagro,Private room in bed and breakfast,Private room,1,1,,1,111472,1,0,,no,-34.6132,-58.42,0
1668563649661841765,Palermo,Entire rental unit,Entire home/apt,2,1,1,3,93726,2,2,4.5,si,-34.5795,-58.4259,12
1668721354947190371,Almagro,Entire home,Entire home/apt,10,3,4,6,223334,2,14,4.86,si,-34.599,-58.4284,84
1668787200107892599,Palermo,Room in hotel,Private room,2,6,,1,79864,1,1,5,no,-34.5724,-58.4298,6
1668805822443273154,Palermo,Room in hotel,Private room,1,6,,1,91746,1,0,,no,-34.5733,-58.4305,0
